number fo coils	201
number of rows (r)	12
number fo columns (n)	29
number of doors	2
number of types	20
number of cranes	2
v1	1
v2	2
lambda1	2
lambda2	4
mu	0.5
RowDisUnit	4
ColDisUnit	2
RowDisUnit_2	4
ColDisUnit_2	2
safeDistance	1
door	r	n
1	4	28
2	8	28
crane	r	n
1	5	28
2	8	2
	door
Type	1	2	
1	1	2	
2	1	0	
3	1	1	
4	1	1	
5	0	2	
6	0	0	
7	0	0	
8	0	0	
9	0	0	
10	0	0	
11	0	0	
12	0	0	
13	0	0	
14	0	1	
15	0	1	
16	2	0	
17	0	0	
18	1	0	
19	0	0	
20	0	0	
coil	r	n	type
1	5	0	0
2	6	0	0
3	9	0	0
4	2	0	0
5	9	0	0
6	9	0	0
7	2	0	0
8	8	0	0
9	5	0	0
10	2	0	0
11	6	0	0
12	8	0	0
13	10	0	0
14	9	0	0
15	3	0	0
16	7	0	0
17	4	19	17
18	7	17	16
19	2	27	12
20	5	19	1
21	3	17	5
22	10	25	11
23	2	5	18
24	10	9	3
25	2	23	1
26	5	5	13
27	3	21	12
28	8	3	9
29	3	5	20
30	6	1	17
31	5	17	11
32	2	11	5
33	3	13	4
34	10	15	8
35	4	5	5
36	9	21	18
37	1	15	17
38	10	1	12
39	9	19	14
40	7	5	12
41	2	25	9
42	7	1	19
43	6	3	13
44	5	7	16
45	2	7	5
46	6	25	5
47	1	21	13
48	7	9	15
49	1	25	16
50	4	9	20
51	10	23	12
52	9	23	19
53	2	15	11
54	7	19	10
55	8	19	3
56	7	3	12
57	5	13	18
58	8	7	1
59	9	22	5
60	9	7	13
61	9	15	4
62	3	19	2
63	8	25	14
64	9	25	9
65	3	27	4
66	6	15	3
67	5	3	14
68	8	21	13
69	7	27	13
70	10	7	19
71	1	11	19
72	1	23	1
73	9	5	20
74	9	20	4
75	1	5	11
76	10	5	18
77	1	7	14
78	3	9	15
79	5	21	16
80	4	11	10
81	10	27	4
82	4	1	11
83	9	1	9
84	3	23	15
85	4	3	1
86	6	21	7
87	7	7	17
88	8	15	17
89	2	3	5
90	6	11	15
91	8	20	12
92	6	17	15
93	7	13	13
94	2	1	14
95	8	5	19
96	4	25	17
97	6	19	7
98	3	7	18
99	7	4	12
100	6	27	5
101	9	6	2
102	3	8	1
103	2	19	9
104	7	25	5
105	3	3	7
106	2	6	3
107	7	15	11
108	2	26	4
109	1	6	11
110	1	19	1
111	7	11	11
112	5	9	6
113	10	26	12
114	1	20	3
115	3	20	14
116	3	11	11
117	8	4	3
118	7	14	16
119	5	18	8
120	10	21	1
121	4	23	18
122	10	17	4
123	5	25	3
124	9	11	18
125	10	6	20
126	2	21	5
127	10	13	8
128	7	10	6
129	6	26	15
130	5	23	11
131	9	13	6
132	5	6	10
133	4	21	4
134	7	21	5
135	1	24	18
136	5	20	8
137	5	22	1
138	3	4	10
139	4	20	2
140	1	3	13
141	3	25	3
142	10	3	15
143	10	8	19
144	10	2	10
145	6	9	14
146	9	14	18
147	4	7	2
148	4	2	19
149	8	17	2
150	4	8	3
151	10	16	5
152	6	7	17
153	9	3	15
154	8	1	10
155	2	4	8
156	8	13	16
157	7	12	13
158	2	24	7
159	1	4	17
160	4	6	6
161	4	27	17
162	8	2	19
163	9	4	15
164	6	13	18
165	7	2	18
166	4	13	18
167	3	1	19
168	10	4	19
169	6	10	13
170	10	11	17
171	7	16	10
172	8	14	18
173	9	17	3
174	5	27	11
175	4	24	5
176	2	9	11
177	6	5	14
178	5	26	20
179	8	23	7
180	3	2	13
181	6	16	9
182	1	27	15
183	8	27	9
184	5	24	16
185	4	26	10
186	6	18	5
187	7	8	2
188	9	12	14
189	8	22	2
190	10	22	17
191	8	6	15
192	6	23	4
193	4	12	13
194	3	26	9
195	6	22	18
196	10	14	11
197	6	12	15
198	3	18	5
199	1	22	4
200	2	22	19
201	2	2	9
