number fo coils	229
number of rows (r)	17
number fo columns (n)	29
number of doors	2
number of types	24
number of cranes	3
v1	1
v2	2
lambda1	2
lambda2	4
mu	0.5
RowDisUnit	4
ColDisUnit	2
RowDisUnit_2	4
ColDisUnit_2	2
safeDistance	1
door	r	n
1	10	28
2	6	28
crane	r	n
1	9	10
2	10	16
3	11	19
	door
Type	1	2	
1	1	1	
2	0	1	
3	1	0	
4	1	0	
5	2	2	
6	1	1	
7	0	0	
8	0	1	
9	2	0	
10	0	0	
11	0	1	
12	0	0	
13	0	0	
14	1	1	
15	0	1	
16	1	0	
17	0	0	
18	0	0	
19	2	1	
20	0	0	
21	0	0	
22	0	1	
23	0	0	
24	0	1	
coil	r	n	type
1	4	0	0
2	4	0	0
3	11	0	0
4	2	0	0
5	3	0	0
6	2	0	0
7	4	0	0
8	3	0	0
9	14	0	0
10	14	0	0
11	2	0	0
12	2	0	0
13	6	0	0
14	8	0	0
15	14	0	0
16	14	0	0
17	9	0	0
18	8	0	0
19	3	0	0
20	14	0	0
21	9	0	0
22	6	0	0
23	14	0	0
24	4	0	0
25	5	0	0
26	5	0	0
27	7	23	13
28	3	1	7
29	5	19	16
30	3	25	22
31	8	5	7
32	8	15	3
33	5	23	1
34	8	9	15
35	5	17	2
36	6	3	17
37	7	1	11
38	14	11	13
39	13	13	23
40	5	5	15
41	3	3	21
42	4	7	14
43	12	5	22
44	10	3	15
45	2	9	17
46	11	15	10
47	13	23	12
48	2	11	17
49	8	25	12
50	5	11	3
51	9	9	23
52	3	15	23
53	13	25	15
54	13	27	24
55	10	9	14
56	7	15	8
57	7	13	14
58	13	1	15
59	3	7	23
60	6	17	10
61	7	21	21
62	10	13	15
63	6	19	22
64	12	21	22
65	8	7	6
66	2	5	10
67	11	27	4
68	2	27	4
69	12	11	6
70	11	9	4
71	8	6	15
72	2	7	12
73	6	5	10
74	2	3	9
75	11	11	10
76	10	27	14
77	4	17	21
78	12	9	17
79	7	17	13
80	11	3	24
81	14	15	24
82	10	7	9
83	10	5	1
84	11	13	7
85	9	13	17
86	13	26	21
87	6	9	5
88	8	19	20
89	14	21	4
90	6	21	23
91	7	14	11
92	5	25	1
93	12	1	12
94	4	27	21
95	9	1	10
96	13	21	6
97	11	21	16
98	6	23	1
99	2	23	17
100	2	4	7
101	14	5	19
102	2	10	23
103	9	25	19
104	6	7	24
105	8	23	22
106	13	24	6
107	5	1	17
108	3	23	10
109	13	15	13
110	13	11	3
111	7	22	18
112	3	2	3
113	6	20	17
114	5	21	15
115	10	8	10
116	14	7	4
117	5	9	2
118	4	15	4
119	11	19	8
120	10	19	22
121	4	23	6
122	9	19	13
123	11	17	13
124	2	13	23
125	11	25	22
126	7	7	13
127	4	16	20
128	9	21	1
129	14	6	19
130	2	19	21
131	10	25	16
132	4	1	1
133	4	13	17
134	2	1	4
135	11	5	24
136	13	22	10
137	2	17	20
138	5	10	15
139	7	27	7
140	12	15	10
141	14	13	8
142	3	13	24
143	4	19	6
144	6	15	10
145	14	3	4
146	6	13	20
147	8	3	17
148	9	27	13
149	4	9	11
150	10	17	22
151	13	9	21
152	12	7	14
153	3	21	22
154	13	17	4
155	6	14	21
156	8	24	16
157	7	19	16
158	6	27	5
159	2	8	4
160	4	18	23
161	12	23	15
162	14	23	9
163	2	12	1
164	5	7	9
165	12	19	10
166	14	1	21
167	10	18	16
168	14	4	20
169	6	16	12
170	12	8	6
171	13	14	2
172	13	5	19
173	11	7	13
174	2	6	16
175	13	3	5
176	14	22	24
177	6	18	12
178	11	23	23
179	9	3	3
180	3	14	2
181	10	26	5
182	5	22	14
183	9	23	21
184	14	14	15
185	8	4	10
186	9	17	3
187	7	9	16
188	7	5	10
189	4	11	19
190	9	22	6
191	13	19	13
192	11	6	7
193	14	19	13
194	9	11	10
195	7	25	22
196	7	16	19
197	2	18	21
198	10	4	13
199	12	17	23
200	14	9	14
201	5	8	24
202	9	18	3
203	11	22	20
204	7	18	22
205	8	21	1
206	9	24	13
207	5	27	14
208	4	14	6
209	10	15	11
210	3	27	20
211	11	16	9
212	13	7	21
213	12	16	15
214	12	10	10
215	5	3	17
216	2	21	4
217	5	18	10
218	6	8	11
219	12	22	19
220	11	14	16
221	13	18	10
222	6	11	5
223	4	5	24
224	12	6	3
225	9	5	7
226	9	7	23
227	10	16	14
228	9	4	10
229	7	20	24
