8	19	2	5	5	1	12	78
1	3	18
1	0	9
2	1	13
1	0	
2	0	
3	1	
4	0	
5	0	
6	0	
7	0	
8	2	
9	0	
10	0	
11	1	
12	1	
1	1	0	0
2	2	0	0
3	5	0	0
4	4	0	0
5	4	0	0
6	4	13	2
7	6	9	5
8	2	1	4
9	1	7	10
10	2	17	1
11	3	1	10
12	3	17	3
13	6	1	1
14	5	1	5
15	1	13	5
16	2	13	7
17	3	11	12
18	3	9	3
19	6	15	11
20	5	13	1
21	5	9	1
22	2	11	3
23	5	17	10
24	1	3	7
25	5	11	7
26	3	3	9
27	4	17	10
28	4	7	2
29	2	9	1
30	5	15	9
31	4	11	11
32	5	5	3
33	3	5	1
34	6	17	12
35	4	12	12
36	4	1	3
37	1	5	4
38	3	13	4
39	5	7	4
40	6	3	1
41	1	1	2
42	5	10	7
43	1	15	8
44	1	14	8
45	6	11	4
46	6	10	11
47	3	7	2
48	5	12	11
49	6	13	1
50	3	6	10
51	1	11	2
52	3	4	10
53	2	15	2
54	1	6	4
55	3	2	3
56	1	4	12
57	6	16	7
58	5	6	5
59	4	5	12
60	2	7	9
61	1	9	2
62	5	14	8
63	1	10	7
64	2	8	12
65	6	12	6
66	1	12	6
67	6	5	9
68	1	17	12
69	5	16	10
70	3	10	12
71	6	4	9
72	3	15	4
73	3	8	1
74	4	15	9
75	5	8	2
76	2	14	6
77	3	16	3
78	4	6	12
