8	19	2	5	6	1	12	66
1	4	18
1	6	2
2	7	5
1	0	
2	0	
3	2	
4	0	
5	0	
6	1	
7	0	
8	0	
9	0	
10	2	
11	0	
12	1	
1	1	0	0
2	3	0	0
3	4	0	0
4	2	0	0
5	1	0	0
6	1	3	4
7	4	3	6
8	1	1	3
9	1	17	11
10	1	7	9
11	5	5	7
12	3	5	11
13	3	9	5
14	1	9	12
15	1	11	2
16	5	3	8
17	2	11	11
18	2	17	1
19	5	15	1
20	5	9	3
21	4	7	9
22	4	5	1
23	1	10	10
24	2	3	1
25	6	17	10
26	4	17	7
27	6	5	7
28	2	15	1
29	4	4	8
30	6	11	11
31	2	1	6
32	5	11	3
33	4	15	6
34	2	7	8
35	3	3	12
36	5	7	1
37	3	7	11
38	3	13	1
39	2	5	4
40	2	6	8
41	4	1	1
42	2	13	3
43	1	2	1
44	3	8	8
45	4	6	3
46	3	1	2
47	4	13	9
48	1	15	1
49	2	9	3
50	5	4	6
51	5	6	6
52	4	2	11
53	5	17	6
54	6	7	11
55	6	9	3
56	6	6	8
57	5	8	3
58	3	6	1
59	6	1	5
60	2	4	6
61	5	10	7
62	6	10	12
63	4	14	5
64	3	2	6
65	2	14	3
66	5	16	11
