8	19	2	5	4	1	12	75
1	3	18
1	0	6
2	5	10
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	2	
8	1	
9	0	
10	0	
11	1	
12	0	
1	1	0	0
2	3	0	0
3	3	0	0
4	1	0	0
5	1	0	0
6	2	7	3
7	4	5	11
8	4	15	12
9	6	3	11
10	2	1	1
11	4	11	9
12	2	11	6
13	5	5	7
14	3	9	1
15	1	7	3
16	1	15	10
17	6	15	6
18	1	3	2
19	3	17	4
20	5	11	9
21	4	17	10
22	5	15	9
23	2	17	5
24	5	3	12
25	2	5	6
26	5	7	1
27	3	7	2
28	2	6	3
29	6	1	4
30	5	9	12
31	5	17	6
32	3	11	11
33	3	10	6
34	2	9	1
35	3	8	7
36	4	9	8
37	1	13	6
38	4	1	11
39	2	10	7
40	1	17	4
41	4	10	6
42	5	8	8
43	6	5	2
44	4	7	10
45	6	7	11
46	4	13	2
47	5	6	9
48	1	5	3
49	5	13	11
50	1	16	11
51	3	1	7
52	2	13	9
53	2	12	1
54	4	14	11
55	4	6	2
56	3	13	2
57	3	3	5
58	1	9	2
59	6	4	10
60	6	13	11
61	1	1	5
62	1	14	12
63	3	5	4
64	3	6	5
65	5	10	3
66	5	16	1
67	1	8	3
68	2	3	5
69	5	4	2
70	1	6	7
71	6	11	7
72	1	11	5
73	3	12	3
74	1	12	4
75	3	2	11
