8	19	2	4	4	1	12	59
1	4	18
1	2	6
2	4	0
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	0	
8	2	
9	0	
10	0	
11	1	
12	1	
1	3	0	0
2	1	0	0
3	4	0	0
4	1	0	0
5	3	11	2
6	4	17	12
7	1	5	5
8	5	7	8
9	6	7	1
10	4	15	4
11	3	17	2
12	6	15	7
13	6	9	10
14	4	13	8
15	4	7	7
16	1	11	4
17	2	7	1
18	4	1	3
19	4	11	12
20	3	1	3
21	5	3	8
22	3	15	4
23	6	17	8
24	1	17	3
25	6	8	12
26	2	5	1
27	4	14	2
28	5	5	3
29	6	5	9
30	1	15	9
31	4	5	12
32	5	11	11
33	1	7	4
34	4	12	1
35	5	4	7
36	1	1	12
37	6	3	6
38	6	13	11
39	6	1	8
40	6	16	4
41	5	17	5
42	2	6	8
43	3	3	1
44	4	3	2
45	4	9	5
46	5	9	11
47	3	2	9
48	6	14	8
49	1	9	8
50	2	17	7
51	5	8	2
52	5	1	5
53	1	10	4
54	3	9	6
55	5	15	9
56	6	6	2
57	1	3	11
58	2	1	1
59	3	7	11
