8	19	2	4	4	1	12	62
1	6	18
1	0	9
2	6	15
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	1	
8	2	
9	0	
10	0	
11	0	
12	1	
1	3	0	0
2	4	0	0
3	3	0	0
4	1	0	0
5	1	15	8
6	3	1	4
7	1	13	4
8	3	13	9
9	6	17	11
10	2	7	11
11	4	7	2
12	2	5	3
13	2	11	1
14	3	15	4
15	3	11	7
16	5	3	6
17	3	3	10
18	1	17	8
19	2	3	12
20	6	3	7
21	5	15	12
22	5	1	4
23	1	11	9
24	3	5	12
25	1	9	4
26	6	15	8
27	4	1	7
28	6	16	4
29	4	17	4
30	5	17	6
31	2	17	3
32	6	9	7
33	1	5	11
34	1	10	4
35	3	7	10
36	5	11	12
37	3	9	8
38	2	15	7
39	6	13	11
40	2	9	7
41	3	4	5
42	4	3	1
43	3	8	12
44	4	5	10
45	2	16	10
46	3	17	11
47	6	5	3
48	6	1	6
49	5	9	12
50	4	15	3
51	2	10	12
52	4	4	4
53	4	2	10
54	1	14	8
55	5	13	6
56	6	14	7
57	4	9	1
58	2	8	10
59	1	1	7
60	4	6	2
61	3	10	3
62	3	2	5
