8	19	2	5	3	1	12	72
1	1	18
1	0	14
2	1	4
1	0	
2	0	
3	0	
4	0	
5	0	
6	2	
7	1	
8	0	
9	0	
10	0	
11	0	
12	0	
1	1	0	0
2	5	0	0
3	2	0	0
4	2	0	0
5	1	0	0
6	5	9	11
7	6	5	5
8	1	11	12
9	2	17	5
10	2	13	3
11	1	7	3
12	5	17	11
13	1	15	10
14	3	9	11
15	6	3	2
16	2	9	3
17	4	9	10
18	2	1	12
19	3	1	12
20	3	3	11
21	6	4	6
22	1	17	5
23	3	17	8
24	4	13	5
25	4	15	4
26	6	9	6
27	2	11	7
28	6	1	5
29	2	12	2
30	5	7	6
31	5	13	11
32	4	5	3
33	6	17	7
34	3	7	2
35	2	5	2
36	6	11	5
37	1	5	5
38	3	5	8
39	1	9	6
40	5	11	6
41	3	15	1
42	4	17	7
43	4	11	10
44	1	1	1
45	1	13	10
46	2	3	3
47	6	13	10
48	4	7	1
49	4	8	12
50	1	6	11
51	6	15	5
52	4	1	6
53	1	8	6
54	2	10	10
55	6	7	1
56	3	2	7
57	5	12	2
58	5	1	8
59	1	10	11
60	6	14	1
61	3	4	4
62	2	15	6
63	3	11	7
64	3	10	4
65	5	15	2
66	2	2	2
67	2	14	8
68	4	3	11
69	5	16	12
70	4	4	11
71	6	10	3
72	4	6	12
