8	19	2	5	3	1	12	77
1	1	18
1	5	3
2	6	5
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	0	
8	1	
9	0	
10	0	
11	1	
12	1	
1	6	0	0
2	2	0	0
3	5	0	0
4	5	0	0
5	4	0	0
6	1	13	11
7	4	11	6
8	3	3	2
9	3	5	11
10	3	1	9
11	5	9	7
12	5	7	10
13	4	9	1
14	3	9	4
15	3	7	3
16	4	15	12
17	4	1	10
18	1	11	6
19	6	9	6
20	4	10	1
21	1	12	12
22	1	7	1
23	4	17	9
24	2	11	5
25	4	3	11
26	6	13	9
27	2	17	5
28	6	15	11
29	5	8	11
30	5	15	4
31	5	3	1
32	3	11	8
33	1	1	2
34	3	17	10
35	3	13	11
36	4	7	12
37	3	10	4
38	6	17	9
39	5	5	9
40	2	13	11
41	4	16	12
42	3	12	7
43	5	1	10
44	3	4	2
45	5	2	3
46	6	5	11
47	4	2	8
48	5	11	12
49	6	7	6
50	1	3	5
51	2	9	6
52	1	9	7
53	6	3	11
54	6	6	1
55	4	8	1
56	5	17	3
57	6	14	10
58	3	6	7
59	2	5	11
60	2	7	3
61	3	8	4
62	1	8	2
63	4	5	7
64	2	3	4
65	5	16	10
66	1	17	1
67	1	2	11
68	2	12	4
69	4	6	4
70	1	15	7
71	1	5	8
72	5	10	12
73	2	4	5
74	3	2	12
75	2	15	11
76	1	16	10
77	6	11	10
