8	19	2	5	5	1	12	70
1	4	18
1	4	12
2	7	4
1	0	
2	2	
3	2	
4	0	
5	0	
6	1	
7	0	
8	0	
9	0	
10	0	
11	0	
12	0	
1	1	0	0
2	1	0	0
3	6	0	0
4	5	0	0
5	5	0	0
6	4	7	9
7	1	3	6
8	2	17	6
9	6	1	7
10	5	15	9
11	4	15	10
12	2	3	9
13	6	13	7
14	4	9	6
15	4	11	12
16	1	17	7
17	1	7	8
18	4	5	4
19	1	9	8
20	3	3	1
21	3	17	9
22	5	9	8
23	6	3	12
24	5	3	2
25	4	3	5
26	6	5	2
27	5	7	7
28	4	17	10
29	4	1	11
30	6	15	9
31	3	15	8
32	3	7	10
33	5	13	1
34	4	10	6
35	6	14	1
36	3	5	3
37	2	13	10
38	2	9	12
39	2	1	7
40	2	2	12
41	3	16	6
42	5	14	3
43	3	1	1
44	3	6	6
45	1	5	10
46	6	4	3
47	3	4	7
48	6	9	11
49	3	11	11
50	1	11	9
51	3	9	2
52	2	11	6
53	1	1	6
54	3	8	11
55	5	11	7
56	5	8	11
57	2	10	9
58	3	10	12
59	4	2	2
60	4	8	7
61	1	13	3
62	6	7	2
63	5	5	3
64	6	17	9
65	4	13	5
66	1	2	4
67	1	4	4
68	1	12	10
69	6	11	6
70	5	1	10
