8	19	2	3	4	1	12	72
1	4	18
1	2	16
2	3	12
1	0	
2	0	
3	0	
4	0	
5	0	
6	1	
7	0	
8	0	
9	1	
10	0	
11	0	
12	2	
1	5	0	0
2	6	0	0
3	4	0	0
4	2	15	10
5	4	3	3
6	4	1	1
7	2	3	3
8	6	15	4
9	6	13	9
10	5	15	10
11	3	3	11
12	3	13	7
13	5	13	2
14	6	11	8
15	4	9	12
16	1	7	9
17	5	1	5
18	2	13	2
19	6	9	11
20	4	13	11
21	6	17	8
22	1	9	9
23	6	1	9
24	6	7	2
25	5	3	8
26	1	13	1
27	2	7	3
28	1	11	3
29	4	7	2
30	1	10	10
31	6	5	9
32	3	5	8
33	2	1	11
34	4	5	10
35	6	6	10
36	4	17	2
37	2	9	11
38	4	6	9
39	1	8	9
40	5	2	1
41	3	11	10
42	1	1	11
43	1	12	1
44	5	7	5
45	3	15	2
46	2	14	9
47	4	4	10
48	2	17	3
49	4	15	6
50	6	12	11
51	5	5	12
52	3	7	10
53	3	1	1
54	4	16	4
55	4	11	5
56	6	14	9
57	5	9	12
58	6	10	11
59	3	12	5
60	5	4	2
61	6	3	12
62	6	8	10
63	1	17	9
64	3	9	5
65	3	6	10
66	5	14	4
67	1	15	12
68	4	10	4
69	2	16	4
70	4	12	10
71	3	17	2
72	2	11	12
