8	17	2	3	3	1	10	66
1	5	16
1	3	7
2	4	0
1	0	
2	0	
3	0	
4	0	
5	1	
6	0	
7	1	
8	0	
9	0	
10	1	
1	6	0	0
2	5	0	0
3	6	0	0
4	2	15	6
5	6	13	5
6	1	3	7
7	6	9	3
8	5	7	8
9	1	15	8
10	4	5	7
11	2	5	2
12	3	1	2
13	5	9	10
14	4	9	2
15	2	9	2
16	1	5	8
17	5	13	6
18	6	3	2
19	4	11	1
20	5	11	10
21	3	7	5
22	1	7	1
23	4	1	9
24	5	3	6
25	5	12	2
26	4	10	6
27	5	8	8
28	5	10	3
29	2	1	10
30	1	11	8
31	3	5	2
32	3	9	8
33	4	3	3
34	4	2	5
35	4	7	7
36	2	7	2
37	2	8	7
38	3	11	9
39	1	9	3
40	1	6	9
41	4	15	1
42	3	3	1
43	4	13	5
44	3	2	10
45	1	4	6
46	4	14	7
47	3	4	10
48	6	15	2
49	2	3	3
50	4	4	3
51	2	2	2
52	2	13	4
53	1	1	9
54	4	6	3
55	3	6	2
56	3	15	10
57	5	15	3
58	6	11	3
59	6	12	3
60	2	6	10
61	6	7	10
62	5	14	9
63	4	12	5
64	3	13	1
65	2	11	1
66	1	2	8
