8	17	2	3	3	1	10	56
1	5	16
1	2	13
2	7	6
1	0	
2	0	
3	0	
4	2	
5	0	
6	1	
7	0	
8	0	
9	0	
10	0	
1	1	0	0
2	1	0	0
3	1	0	0
4	6	7	9
5	4	5	2
6	1	11	4
7	1	9	2
8	1	1	10
9	6	13	7
10	2	9	2
11	2	11	8
12	1	5	2
13	5	3	9
14	6	1	5
15	4	9	3
16	1	13	2
17	5	13	1
18	3	13	2
19	5	1	3
20	4	3	5
21	4	7	2
22	2	10	3
23	3	3	7
24	2	3	9
25	6	5	2
26	4	4	5
27	5	9	10
28	1	3	8
29	1	10	3
30	3	11	3
31	3	7	5
32	3	9	4
33	1	15	10
34	6	11	1
35	4	6	10
36	4	13	8
37	2	15	9
38	5	2	1
39	3	10	8
40	3	12	10
41	1	12	10
42	6	6	4
43	4	1	7
44	5	15	8
45	2	5	7
46	4	11	4
47	5	14	3
48	2	7	1
49	2	4	6
50	3	15	4
51	2	13	2
52	4	15	9
53	2	8	2
54	5	11	9
55	6	9	10
56	5	10	1
