8	17	2	3	4	1	10	66
1	4	16
1	0	12
2	7	9
1	1	
2	0	
3	1	
4	0	
5	0	
6	0	
7	0	
8	0	
9	1	
10	1	
1	5	0	0
2	6	0	0
3	2	0	0
4	2	11	5
5	4	3	9
6	2	3	2
7	4	13	7
8	5	9	10
9	6	3	9
10	5	5	3
11	4	1	8
12	1	1	1
13	3	13	7
14	3	1	2
15	4	11	2
16	5	1	6
17	1	3	2
18	6	5	2
19	1	7	9
20	4	12	9
21	6	13	10
22	2	5	6
23	6	15	9
24	3	9	1
25	6	7	6
26	1	9	4
27	1	15	4
28	2	1	1
29	6	9	6
30	3	3	2
31	2	2	2
32	6	14	4
33	3	5	7
34	2	9	5
35	1	8	7
36	6	8	10
37	3	4	10
38	3	15	6
39	5	15	5
40	2	13	7
41	3	11	4
42	4	9	1
43	2	7	3
44	6	11	7
45	1	11	8
46	6	1	6
47	2	12	8
48	6	10	8
49	3	7	9
50	4	2	3
51	4	10	10
52	4	7	2
53	3	12	1
54	6	4	2
55	4	8	6
56	1	2	4
57	5	11	7
58	3	8	6
59	1	10	9
60	4	15	10
61	4	5	5
62	6	6	1
63	5	7	4
64	3	2	2
65	1	5	7
66	2	6	8
