8	17	2	3	3	1	10	48
1	4	16
1	1	11
2	5	11
1	1	
2	0	
3	1	
4	0	
5	0	
6	0	
7	1	
8	0	
9	0	
10	0	
1	2	0	0
2	5	0	0
3	2	0	0
4	3	5	6
5	6	5	3
6	4	3	5
7	6	7	9
8	3	9	5
9	4	9	8
10	4	1	9
11	2	3	4
12	5	5	7
13	3	7	8
14	6	3	3
15	5	7	6
16	3	6	1
17	1	11	3
18	5	15	6
19	5	13	5
20	3	1	2
21	6	4	6
22	3	13	6
23	1	7	7
24	5	9	9
25	1	5	1
26	6	6	10
27	5	1	7
28	6	1	6
29	6	2	1
30	5	6	10
31	4	5	2
32	5	8	4
33	2	11	5
34	2	13	7
35	1	9	10
36	4	2	1
37	4	7	4
38	1	10	7
39	4	4	1
40	4	15	8
41	1	15	10
42	2	5	7
43	6	15	10
44	5	3	5
45	6	9	3
46	6	11	7
47	5	14	4
48	1	8	8
