8	17	2	2	3	1	10	52
1	5	16
1	0	11
2	3	14
1	0	
2	0	
3	2	
4	0	
5	0	
6	0	
7	0	
8	0	
9	0	
10	1	
1	4	0	0
2	1	0	0
3	6	5	6
4	6	15	4
5	5	1	4
6	6	9	9
7	1	13	9
8	3	3	1
9	3	15	1
10	4	13	2
11	1	5	8
12	5	11	9
13	3	11	2
14	2	3	1
15	2	11	10
16	3	9	3
17	5	5	6
18	4	5	7
19	1	9	6
20	4	3	2
21	6	1	3
22	3	1	10
23	5	9	5
24	6	13	10
25	6	3	3
26	2	7	5
27	5	3	7
28	5	2	9
29	1	7	7
30	5	13	8
31	3	7	10
32	1	1	8
33	1	6	8
34	2	5	7
35	4	1	8
36	4	2	10
37	6	7	6
38	4	9	8
39	5	7	9
40	2	9	1
41	4	11	4
42	4	7	2
43	6	6	10
44	5	12	1
45	6	4	7
46	5	4	5
47	4	12	8
48	2	8	9
49	3	13	7
50	1	15	10
51	6	11	3
52	2	6	1
