8	17	2	3	3	1	10	54
1	5	16
1	1	14
2	6	0
1	0	
2	0	
3	0	
4	0	
5	1	
6	0	
7	0	
8	0	
9	1	
10	1	
1	5	0	0
2	4	0	0
3	2	0	0
4	4	15	8
5	5	3	4
6	6	15	3
7	1	15	4
8	3	15	9
9	2	13	5
10	3	7	7
11	5	9	10
12	1	9	1
13	5	11	1
14	2	5	3
15	1	1	10
16	5	7	3
17	6	13	2
18	2	11	7
19	3	1	4
20	5	8	7
21	2	7	6
22	1	11	4
23	6	1	6
24	4	1	6
25	2	15	8
26	4	13	6
27	2	9	3
28	3	3	4
29	2	12	1
30	3	2	7
31	2	10	4
32	6	9	8
33	5	15	8
34	3	11	1
35	2	1	9
36	5	13	10
37	6	3	8
38	4	9	3
39	4	14	8
40	3	13	3
41	6	14	7
42	1	3	4
43	5	5	3
44	1	13	7
45	1	12	10
46	5	4	3
47	6	7	4
48	5	12	9
49	3	12	4
50	6	2	1
51	4	3	4
52	6	5	4
53	3	5	7
54	3	6	5
