8	17	2	2	2	1	10	50
1	4	16
1	0	4
2	7	7
1	0	
2	0	
3	0	
4	1	
5	1	
6	0	
7	0	
8	0	
9	0	
10	0	
1	3	0	0
2	2	0	0
3	5	11	3
4	1	11	5
5	2	3	2
6	6	13	9
7	1	7	1
8	4	5	3
9	6	5	8
10	1	15	4
11	6	3	5
12	4	9	3
13	2	13	3
14	5	7	1
15	3	15	8
16	6	4	10
17	1	9	5
18	3	3	5
19	1	5	4
20	4	13	8
21	2	5	10
22	6	11	3
23	4	11	3
24	6	12	5
25	2	11	4
26	4	3	9
27	3	13	5
28	3	1	8
29	4	10	3
30	2	12	6
31	5	5	1
32	3	2	5
33	2	9	10
34	1	10	6
35	6	15	1
36	2	15	5
37	3	7	4
38	3	11	10
39	1	8	4
40	4	4	1
41	4	7	3
42	2	14	2
43	4	15	2
44	1	6	7
45	4	1	6
46	4	12	9
47	6	1	1
48	3	9	1
49	1	1	5
50	1	3	6
