8	17	2	4	4	1	10	59
1	3	16
1	1	15
2	5	7
1	0	
2	0	
3	0	
4	1	
5	0	
6	0	
7	1	
8	1	
9	1	
10	0	
1	5	0	0
2	3	0	0
3	3	0	0
4	1	0	0
5	2	9	1
6	2	7	6
7	6	1	5
8	1	11	4
9	3	1	10
10	5	1	3
11	3	7	4
12	1	1	8
13	6	11	4
14	3	13	9
15	6	7	7
16	6	3	6
17	5	15	1
18	1	15	5
19	1	3	2
20	1	5	9
21	5	3	5
22	2	11	3
23	5	13	10
24	5	11	2
25	5	7	10
26	6	5	10
27	1	4	9
28	6	13	8
29	2	1	2
30	4	13	4
31	6	4	6
32	2	5	7
33	2	15	7
34	6	2	9
35	3	9	7
36	4	1	2
37	6	12	9
38	6	9	10
39	3	3	8
40	1	7	10
41	5	14	3
42	3	11	9
43	3	12	9
44	3	8	10
45	4	5	5
46	4	11	9
47	2	10	7
48	1	6	2
49	4	3	6
50	2	3	1
51	4	9	9
52	2	2	10
53	6	8	6
54	1	13	10
55	4	15	8
56	2	6	4
57	3	15	7
58	4	2	7
59	2	8	3
