8	17	2	2	3	1	10	47
1	1	16
1	5	11
2	7	11
1	0	
2	0	
3	0	
4	0	
5	0	
6	0	
7	0	
8	3	
9	0	
10	0	
1	3	0	0
2	3	0	0
3	5	5	6
4	6	9	8
5	2	11	3
6	2	9	3
7	2	5	9
8	6	13	6
9	6	15	7
10	2	10	7
11	3	3	4
12	3	9	1
13	5	7	4
14	1	5	9
15	6	1	3
16	1	3	5
17	2	13	1
18	3	15	9
19	2	15	5
20	5	9	3
21	6	11	7
22	1	4	8
23	6	14	8
24	6	3	3
25	1	11	10
26	4	1	10
27	6	10	8
28	5	15	3
29	3	5	4
30	5	3	4
31	4	9	1
32	6	2	1
33	2	3	9
34	1	7	2
35	4	11	1
36	3	11	5
37	1	1	7
38	5	4	8
39	5	13	7
40	3	1	10
41	2	12	8
42	3	4	10
43	4	10	1
44	5	1	6
45	4	5	2
46	5	6	9
47	1	2	3
