tedade Kalaf	384
tedade r	9
tedade n	73
tedade darb	2
tedade type	20
tedade m	2
v1	1
v2	2
lambda1	2
lambda2	4
mu	0.5
RowDisUnit	4
ColDisUnit	2
RowDisUnit_2	4
ColDisUnit_2	2
safeD	1
darb	r	n
1	2	72
2	4	72
jaresaghil	r	n
1	1	32
2	6	46
	darb
Type	1	2	
1	1	0	
2	0	0	
3	0	0	
4	0	2	
5	1	1	
6	1	2	
7	1	0	
8	1	0	
9	0	2	
10	0	1	
11	2	2	
12	0	1	
13	0	0	
14	0	2	
15	2	0	
16	0	1	
17	3	0	
18	2	1	
19	1	0	
20	0	1	
kalaf	r	n	type
1	4	0	0
2	7	0	0
3	6	0	0
4	3	0	0
5	7	0	0
6	1	0	0
7	6	0	0
8	2	0	0
9	3	0	0
10	3	0	0
11	4	0	0
12	3	0	0
13	2	0	0
14	4	0	0
15	4	0	0
16	2	0	0
17	4	0	0
18	7	0	0
19	7	0	0
20	7	0	0
21	3	0	0
22	4	0	0
23	1	0	0
24	1	0	0
25	4	0	0
26	2	71	14
27	6	69	12
28	3	59	9
29	1	1	7
30	1	63	3
31	6	43	4
32	3	49	4
33	1	19	3
34	6	53	7
35	6	3	20
36	5	45	14
37	4	65	1
38	2	61	9
39	5	69	5
40	4	13	5
41	1	9	18
42	5	71	16
43	5	7	8
44	7	45	14
45	7	41	20
46	4	21	1
47	1	71	8
48	5	63	20
49	1	61	17
50	7	57	18
51	5	5	3
52	3	39	3
53	7	3	13
54	1	65	17
55	3	15	20
56	6	13	16
57	7	27	18
58	1	49	19
59	4	25	13
60	5	13	14
61	2	15	4
62	3	45	15
63	4	35	13
64	4	61	4
65	3	19	6
66	3	25	18
67	2	63	12
68	5	51	18
69	4	57	13
70	7	51	20
71	2	47	3
72	3	35	20
73	2	65	14
74	2	5	5
75	3	9	16
76	4	53	11
77	2	43	6
78	6	25	9
79	6	49	13
80	5	37	5
81	1	31	20
82	4	51	1
83	5	41	17
84	4	47	7
85	2	45	5
86	3	57	18
87	6	7	13
88	4	17	2
89	7	5	8
90	4	33	16
91	4	41	6
92	7	39	11
93	6	65	17
94	6	1	20
95	7	23	5
96	1	43	19
97	4	34	15
98	7	67	6
99	5	31	7
100	3	47	9
101	2	25	17
102	1	7	2
103	4	11	13
104	7	37	13
105	7	35	14
106	5	57	8
107	2	17	17
108	6	61	16
109	1	37	20
110	2	59	17
111	2	23	11
112	4	71	1
113	2	7	10
114	7	71	20
115	6	35	4
116	4	45	10
117	1	17	1
118	5	61	14
119	3	23	17
120	1	57	3
121	2	16	1
122	2	11	4
123	6	11	15
124	7	7	4
125	2	24	4
126	2	53	13
127	1	47	11
128	3	17	14
129	3	55	1
130	4	12	20
131	7	31	18
132	2	60	14
133	2	55	3
134	4	3	3
135	3	1	2
136	5	15	6
137	7	4	3
138	2	62	3
139	4	19	7
140	4	27	9
141	7	17	15
142	1	3	11
143	7	6	18
144	4	39	10
145	7	49	19
146	4	1	6
147	4	46	3
148	4	9	2
149	1	55	9
150	4	20	10
151	4	5	13
152	3	18	18
153	6	71	20
154	7	25	20
155	7	13	3
156	3	41	20
157	6	41	10
158	2	69	2
159	1	48	9
160	7	63	8
161	7	55	18
162	4	37	6
163	7	65	4
164	4	31	15
165	1	64	16
166	1	25	19
167	4	59	19
168	1	59	3
169	7	38	3
170	2	54	20
171	2	21	9
172	1	8	13
173	7	9	8
174	7	15	9
175	4	38	7
176	2	49	14
177	7	69	12
178	6	2	10
179	3	21	13
180	2	29	10
