tedade Kalaf	643
tedade r	10
tedade n	153
tedade darb	2
tedade type	27
tedade m	3
v1	1
v2	2
lambda1	2
lambda2	4
mu	0.5
RowDisUnit	4
ColDisUnit	2
RowDisUnit_2	4
ColDisUnit_2	2
safeD	1
darb	r	n
1	5	152
2	6	152
jaresaghil	r	n
1	5	120
2	6	136
3	9	38
	darb
Type	1	2	
1	1	2	
2	0	3	
3	1	0	
4	0	0	
5	0	1	
6	0	2	
7	1	2	
8	1	0	
9	1	0	
10	0	1	
11	0	0	
12	2	0	
13	0	1	
14	0	1	
15	1	1	
16	1	1	
17	2	0	
18	2	0	
19	0	2	
20	1	2	
21	0	0	
22	2	0	
23	3	1	
24	0	1	
25	1	2	
26	5	3	
27	1	1	
kalaf	r	n	type
1	2	0	0
2	5	0	0
3	6	0	0
4	2	0	0
5	7	0	0
6	6	0	0
7	7	0	0
8	2	0	0
9	4	0	0
10	2	0	0
11	5	0	0
12	2	0	0
13	6	0	0
14	2	0	0
15	6	0	0
16	6	0	0
17	2	0	0
18	6	0	0
19	2	0	0
20	6	0	0
21	3	0	0
22	6	0	0
23	7	0	0
24	2	0	0
25	7	0	0
26	7	0	0
27	2	0	0
28	7	0	0
29	3	0	0
30	7	0	0
31	3	0	0
32	4	0	0
33	7	0	0
34	6	0	0
35	5	0	0
36	2	0	0
37	3	0	0
38	7	0	0
39	5	0	0
40	7	0	0
41	5	0	0
42	5	0	0
43	2	0	0
44	7	0	0
45	5	0	0
46	3	0	0
47	7	0	0
48	7	0	0
49	6	0	0
50	2	0	0
51	2	0	0
52	2	0	0
53	5	0	0
54	3	0	0
55	7	0	0
56	4	0	0
57	5	0	0
58	6	0	0
59	2	0	0
60	2	93	18
61	7	151	21
62	5	105	24
63	3	39	8
64	2	75	15
65	5	79	17
66	2	109	5
67	2	151	4
68	6	117	18
69	2	37	10
70	6	69	25
71	3	47	3
72	3	19	22
73	3	3	19
74	5	143	21
75	3	21	13
76	5	11	22
77	5	29	9
78	5	27	21
79	5	35	1
80	4	113	25
81	7	19	11
82	3	59	15
83	7	91	24
84	4	149	3
85	2	121	19
86	5	95	11
87	4	27	5
88	4	111	25
89	5	93	22
90	6	37	14
91	5	129	10
92	4	35	4
93	2	79	9
94	5	137	23
95	5	123	1
96	2	119	1
97	7	75	23
98	2	69	22
99	7	59	18
100	7	55	9
101	3	45	16
102	5	117	13
103	7	45	4
104	4	107	10
105	7	37	18
106	3	13	20
107	3	147	26
108	3	103	14
109	2	29	3
110	4	127	17
111	3	69	18
112	4	129	3
113	5	83	16
114	4	139	14
115	2	95	18
116	2	9	26
117	7	105	11
118	3	143	2
119	6	77	25
120	3	95	26
121	7	43	8
122	2	120	27
123	7	33	11
124	6	63	26
125	5	91	16
126	6	115	22
127	3	11	8
128	2	73	16
129	2	105	14
130	7	93	9
131	6	23	26
132	3	91	6
133	5	139	6
134	6	149	26
135	6	1	6
136	6	133	4
137	7	39	14
138	6	105	26
139	6	17	13
140	3	93	5
141	7	51	14
142	7	125	15
143	7	73	7
144	6	137	18
145	3	141	21
146	7	147	6
147	7	38	26
148	3	133	25
149	2	35	21
150	4	53	18
151	5	121	22
152	4	15	11
153	6	145	17
154	7	145	18
155	5	31	4
156	7	113	18
157	3	107	20
158	4	135	5
159	2	13	20
160	4	33	11
161	4	109	4
162	6	7	24
163	3	109	16
164	2	149	25
165	3	57	23
166	7	123	24
167	2	99	17
168	5	97	2
169	3	33	15
170	6	121	7
171	3	135	4
172	2	143	5
173	7	81	9
174	5	138	7
175	5	19	4
176	7	137	9
177	4	105	27
178	3	51	13
179	2	147	13
180	2	111	6
181	5	15	2
182	5	1	19
183	3	101	1
184	5	81	18
185	3	25	11
186	4	110	13
187	3	58	3
188	2	113	9
189	5	80	13
190	2	33	26
191	6	25	25
192	4	119	2
193	7	44	16
194	5	17	4
195	4	121	3
196	2	94	20
197	4	147	15
198	7	23	7
199	6	71	13
200	7	92	23
201	7	17	9
202	2	83	3
203	3	43	12
204	4	59	9
205	7	121	24
206	5	43	19
207	4	115	5
208	6	29	16
209	6	45	11
210	7	13	18
211	5	119	12
212	3	89	3
213	5	51	7
214	2	21	13
215	4	41	24
216	6	81	15
217	5	113	6
218	3	41	9
219	7	97	9
220	4	128	13
221	3	97	4
222	3	131	15
223	6	55	7
224	4	47	8
225	4	34	6
226	6	47	8
227	6	135	7
228	3	151	10
229	2	71	1
230	6	49	26
231	4	145	25
232	6	48	27
233	3	105	26
234	2	145	6
235	6	136	9
236	7	63	8
237	5	103	8
238	5	25	12
239	3	9	19
240	5	49	7
241	3	102	20
242	5	151	4
243	3	149	11
244	7	149	8
245	5	118	23
246	3	117	22
247	7	47	26
248	2	55	10
249	3	5	8
250	4	49	19
251	2	87	4
252	4	51	17
253	5	65	9
254	7	95	12
255	6	116	24
256	3	85	11
257	6	39	10
258	2	47	19
259	4	91	24
260	7	69	23
261	2	133	24
262	4	19	5
263	2	63	26
264	6	59	16
265	3	119	3
266	4	23	24
267	5	3	21
268	3	53	22
269	5	67	26
270	7	11	26
271	6	129	11
272	5	107	3
273	6	109	23
274	4	1	11
275	7	122	11
276	3	118	8
277	6	43	13
278	6	61	7
279	6	24	4
280	6	53	14
281	7	131	5
282	3	99	20
283	6	97	9
284	3	98	22
285	3	73	8
286	4	5	12
287	3	113	22
288	3	121	20
289	5	13	6
290	6	75	6
291	7	103	6
292	7	89	23
293	2	129	1
294	4	95	25
295	3	129	26
296	7	46	8
297	5	9	5
298	3	77	13
299	3	79	21
300	6	5	8
301	3	90	13
302	3	71	17
303	3	7	16
304	2	53	21
305	4	39	23
306	3	132	18
307	6	151	9
308	2	148	16
309	6	3	10
310	7	3	16
311	6	4	2
312	6	111	7
313	4	141	26
314	2	45	2
315	7	9	21
316	6	93	18
317	5	28	8
318	5	39	7
319	2	7	3
320	7	143	16
321	3	130	16
322	7	115	11
323	2	103	8
324	4	112	2
325	5	53	18
326	7	144	23
327	3	55	25
328	4	77	21
329	6	60	26
330	4	71	6
331	6	85	1
332	3	67	14
333	4	89	6
334	6	150	9
335	6	2	15
336	6	123	11
337	7	133	2
338	7	87	12
339	5	85	5
340	3	61	3
341	4	57	27
342	3	20	26
343	3	44	20
344	6	33	22
345	7	132	17
346	5	23	3
347	2	146	14
348	2	43	26
349	5	99	5
350	2	117	24
351	4	117	11
352	2	107	23
353	2	115	17
354	3	63	4
355	4	81	24
356	5	101	20
357	2	144	6
358	4	90	14
359	5	59	6
360	4	148	16
361	4	114	5
362	5	47	10
363	4	3	13
364	7	67	5
365	4	2	20
366	2	27	6
367	2	85	8
368	7	148	24
369	5	52	23
370	3	70	5
371	7	61	10
372	7	29	4
373	4	31	17
374	5	5	17
375	7	79	15
376	7	109	6
377	6	73	14
378	3	49	5
379	2	39	20
380	5	30	17
381	2	23	27
382	3	35	15
383	5	10	5
384	2	110	14
385	6	27	2
386	2	74	14
387	5	77	16
388	2	11	11
389	3	142	6
390	3	123	16
391	3	139	26
392	3	92	13
393	3	31	23
394	3	100	16
395	3	87	17
396	3	56	5
397	4	45	7
398	3	115	16
399	4	87	27
400	5	87	2
401	6	28	23
402	4	73	14
403	7	80	3
404	4	58	24
405	7	49	21
406	7	119	23
